source_folder,source_filename,source_path,language_code,language_name,country_slug_default,country_note,new_path,new_filename,asset_type,orientation,original_width,original_height,aspect_ratio,crop_applied,padding_added,alt_suggested,title_suggested,caption_suggested,page_url_pattern
de,"ChatGPT Image 29 mars 2026, 04_08_13.png","de/ChatGPT Image 29 mars 2026, 04_08_13.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-015.webp,sos-expat-editorial-visual-germany-german-landscape-015.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 29 mars 2026, 04_15_00.png","de/ChatGPT Image 29 mars 2026, 04_15_00.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-016.webp,sos-expat-editorial-visual-germany-german-landscape-016.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 30 mars 2026, 10_40_28.png","de/ChatGPT Image 30 mars 2026, 10_40_28.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-square-017.webp,sos-expat-editorial-visual-germany-german-square-017.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 30 mars 2026, 11_03_06.png","de/ChatGPT Image 30 mars 2026, 11_03_06.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-landscape-018.webp,sos-expat-editorial-visual-germany-german-landscape-018.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en german, format landscape, pour contenu média et presse.",SOS Expat press visual german germany landscape,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 30 mars 2026, 11_04_48.png","de/ChatGPT Image 30 mars 2026, 11_04_48.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-square-019.webp,sos-expat-editorial-visual-germany-german-square-019.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 30 mars 2026, 11_06_12.png","de/ChatGPT Image 30 mars 2026, 11_06_12.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-square-020.webp,sos-expat-editorial-visual-germany-german-square-020.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 30 mars 2026, 11_07_35.png","de/ChatGPT Image 30 mars 2026, 11_07_35.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-square-021.webp,sos-expat-editorial-visual-germany-german-square-021.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en german, format square, pour contenu média et presse.",SOS Expat press visual german germany square,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,"ChatGPT Image 30 mars 2026, 11_47_45.png","de/ChatGPT Image 30 mars 2026, 11_47_45.png",de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-editorial-visual-germany-german-portrait-022.webp,sos-expat-editorial-visual-germany-german-portrait-022.webp,editorial-visual,portrait,1024,1536,1024x1536,no,no,"Visuel éditorial SOS Expat en german, format portrait, pour contenu média et presse.",SOS Expat press visual german germany portrait,"Visuel SOS Expat utilisable pour article, média ou presse en german.",/{lang}/{country}/{service}
de,Logo_sos-expat_1024.png,de/Logo_sos-expat_1024.png,de,german,germany,default mapping only; replace with exact country when page target is known,images/de/germany/sos-expat-logo-germany-german-square-023.webp,sos-expat-logo-germany-german-square-023.webp,logo,square,1024,1024,1024x1024,no,no,Logo SOS Expat version german germany.,SOS Expat logo german germany,Logo SOS Expat pour version german.,/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 01_09_10.png","en/ChatGPT Image 29 mars 2026, 01_09_10.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-square-001.webp,sos-expat-editorial-visual-global-english-square-001.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en english, format square, pour contenu média et presse.",SOS Expat press visual english global square,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 01_10_51.png","en/ChatGPT Image 29 mars 2026, 01_10_51.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-002.webp,sos-expat-editorial-visual-global-english-landscape-002.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 01_13_04.png","en/ChatGPT Image 29 mars 2026, 01_13_04.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-003.webp,sos-expat-editorial-visual-global-english-landscape-003.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 01_14_48.png","en/ChatGPT Image 29 mars 2026, 01_14_48.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-004.webp,sos-expat-editorial-visual-global-english-landscape-004.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 01_16_24.png","en/ChatGPT Image 29 mars 2026, 01_16_24.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-005.webp,sos-expat-editorial-visual-global-english-landscape-005.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 01_18_44.png","en/ChatGPT Image 29 mars 2026, 01_18_44.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-006.webp,sos-expat-editorial-visual-global-english-landscape-006.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 01_37_14.png","en/ChatGPT Image 29 mars 2026, 01_37_14.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-007.webp,sos-expat-editorial-visual-global-english-landscape-007.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 01_51_09.png","en/ChatGPT Image 29 mars 2026, 01_51_09.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-008.webp,sos-expat-editorial-visual-global-english-landscape-008.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 01_59_22.png","en/ChatGPT Image 29 mars 2026, 01_59_22.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-009.webp,sos-expat-editorial-visual-global-english-landscape-009.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 03_16_52.png","en/ChatGPT Image 29 mars 2026, 03_16_52.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-010.webp,sos-expat-editorial-visual-global-english-landscape-010.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 03_43_25.png","en/ChatGPT Image 29 mars 2026, 03_43_25.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-011.webp,sos-expat-editorial-visual-global-english-landscape-011.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 03_55_15.png","en/ChatGPT Image 29 mars 2026, 03_55_15.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-012.webp,sos-expat-editorial-visual-global-english-landscape-012.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 03_55_49.png","en/ChatGPT Image 29 mars 2026, 03_55_49.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-013.webp,sos-expat-editorial-visual-global-english-landscape-013.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 03_56_59.png","en/ChatGPT Image 29 mars 2026, 03_56_59.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-014.webp,sos-expat-editorial-visual-global-english-landscape-014.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 03_58_37.png","en/ChatGPT Image 29 mars 2026, 03_58_37.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-square-015.webp,sos-expat-editorial-visual-global-english-square-015.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en english, format square, pour contenu média et presse.",SOS Expat press visual english global square,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 04_01_48.png","en/ChatGPT Image 29 mars 2026, 04_01_48.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-square-016.webp,sos-expat-editorial-visual-global-english-square-016.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en english, format square, pour contenu média et presse.",SOS Expat press visual english global square,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 04_01_53.png","en/ChatGPT Image 29 mars 2026, 04_01_53.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-square-017.webp,sos-expat-editorial-visual-global-english-square-017.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en english, format square, pour contenu média et presse.",SOS Expat press visual english global square,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 04_06_22.png","en/ChatGPT Image 29 mars 2026, 04_06_22.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-square-018.webp,sos-expat-editorial-visual-global-english-square-018.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en english, format square, pour contenu média et presse.",SOS Expat press visual english global square,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 04_08_13.png","en/ChatGPT Image 29 mars 2026, 04_08_13.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-019.webp,sos-expat-editorial-visual-global-english-landscape-019.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 04_09_55.png","en/ChatGPT Image 29 mars 2026, 04_09_55.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-020.webp,sos-expat-editorial-visual-global-english-landscape-020.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 04_15_00.png","en/ChatGPT Image 29 mars 2026, 04_15_00.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-021.webp,sos-expat-editorial-visual-global-english-landscape-021.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 12_44_21.png","en/ChatGPT Image 29 mars 2026, 12_44_21.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-022.webp,sos-expat-editorial-visual-global-english-landscape-022.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 13_34_43.png","en/ChatGPT Image 29 mars 2026, 13_34_43.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-023.webp,sos-expat-editorial-visual-global-english-landscape-023.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 13_34_47.png","en/ChatGPT Image 29 mars 2026, 13_34_47.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-024.webp,sos-expat-editorial-visual-global-english-landscape-024.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 13_56_08.png","en/ChatGPT Image 29 mars 2026, 13_56_08.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-025.webp,sos-expat-editorial-visual-global-english-landscape-025.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 21_35_51.png","en/ChatGPT Image 29 mars 2026, 21_35_51.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-026.webp,sos-expat-editorial-visual-global-english-landscape-026.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 21_37_16.png","en/ChatGPT Image 29 mars 2026, 21_37_16.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-027.webp,sos-expat-editorial-visual-global-english-landscape-027.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 22_46_15.png","en/ChatGPT Image 29 mars 2026, 22_46_15.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-028.webp,sos-expat-editorial-visual-global-english-landscape-028.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 29 mars 2026, 23_05_11.png","en/ChatGPT Image 29 mars 2026, 23_05_11.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-029.webp,sos-expat-editorial-visual-global-english-landscape-029.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 30 mars 2026, 04_01_21.png","en/ChatGPT Image 30 mars 2026, 04_01_21.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-030.webp,sos-expat-editorial-visual-global-english-landscape-030.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 30 mars 2026, 04_06_17.png","en/ChatGPT Image 30 mars 2026, 04_06_17.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-031.webp,sos-expat-editorial-visual-global-english-landscape-031.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 30 mars 2026, 10_25_26.png","en/ChatGPT Image 30 mars 2026, 10_25_26.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-portrait-032.webp,sos-expat-editorial-visual-global-english-portrait-032.webp,editorial-visual,portrait,1024,1536,1024x1536,no,no,"Visuel éditorial SOS Expat en english, format portrait, pour contenu média et presse.",SOS Expat press visual english global portrait,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 30 mars 2026, 10_38_21.png","en/ChatGPT Image 30 mars 2026, 10_38_21.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-square-033.webp,sos-expat-editorial-visual-global-english-square-033.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en english, format square, pour contenu média et presse.",SOS Expat press visual english global square,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 30 mars 2026, 11_03_06.png","en/ChatGPT Image 30 mars 2026, 11_03_06.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-landscape-034.webp,sos-expat-editorial-visual-global-english-landscape-034.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en english, format landscape, pour contenu média et presse.",SOS Expat press visual english global landscape,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 30 mars 2026, 11_04_48.png","en/ChatGPT Image 30 mars 2026, 11_04_48.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-square-035.webp,sos-expat-editorial-visual-global-english-square-035.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en english, format square, pour contenu média et presse.",SOS Expat press visual english global square,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 30 mars 2026, 11_06_12.png","en/ChatGPT Image 30 mars 2026, 11_06_12.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-square-036.webp,sos-expat-editorial-visual-global-english-square-036.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en english, format square, pour contenu média et presse.",SOS Expat press visual english global square,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,"ChatGPT Image 30 mars 2026, 11_07_35.png","en/ChatGPT Image 30 mars 2026, 11_07_35.png",en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-square-037.webp,sos-expat-editorial-visual-global-english-square-037.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en english, format square, pour contenu média et presse.",SOS Expat press visual english global square,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
en,Logo_sos-expat_1024.png,en/Logo_sos-expat_1024.png,en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-logo-global-english-square-038.webp,sos-expat-logo-global-english-square-038.webp,logo,square,1024,1024,1024x1024,no,no,Logo SOS Expat version english global.,SOS Expat logo english global,Logo SOS Expat pour version english.,/{lang}/{country}/{service}
en,aide en 5 minutes en anglais.png,en/aide en 5 minutes en anglais.png,en,english,global,default mapping only; replace with exact country when page target is known,images/en/global/sos-expat-editorial-visual-global-english-portrait-039.webp,sos-expat-editorial-visual-global-english-portrait-039.webp,editorial-visual,portrait,1024,1536,1024x1536,no,no,"Visuel éditorial SOS Expat en english, format portrait, pour contenu média et presse.",SOS Expat press visual english global portrait,"Visuel SOS Expat utilisable pour article, média ou presse en english.",/{lang}/{country}/{service}
es,"ChatGPT Image 29 mars 2026, 01_09_10.png","es/ChatGPT Image 29 mars 2026, 01_09_10.png",es,spanish,spain,default mapping only; replace with exact country when page target is known,images/es/spain/sos-expat-editorial-visual-spain-spanish-square-001.webp,sos-expat-editorial-visual-spain-spanish-square-001.webp,editorial-visual,square,1024,1024,1024x1024,no,no,"Visuel éditorial SOS Expat en spanish, format square, pour contenu média et presse.",SOS Expat press visual spanish spain square,"Visuel SOS Expat utilisable pour article, média ou presse en spanish.",/{lang}/{country}/{service}
es,"ChatGPT Image 29 mars 2026, 01_10_51.png","es/ChatGPT Image 29 mars 2026, 01_10_51.png",es,spanish,spain,default mapping only; replace with exact country when page target is known,images/es/spain/sos-expat-editorial-visual-spain-spanish-landscape-002.webp,sos-expat-editorial-visual-spain-spanish-landscape-002.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en spanish, format landscape, pour contenu média et presse.",SOS Expat press visual spanish spain landscape,"Visuel SOS Expat utilisable pour article, média ou presse en spanish.",/{lang}/{country}/{service}
es,"ChatGPT Image 29 mars 2026, 01_14_48.png","es/ChatGPT Image 29 mars 2026, 01_14_48.png",es,spanish,spain,default mapping only; replace with exact country when page target is known,images/es/spain/sos-expat-editorial-visual-spain-spanish-landscape-003.webp,sos-expat-editorial-visual-spain-spanish-landscape-003.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en spanish, format landscape, pour contenu média et presse.",SOS Expat press visual spanish spain landscape,"Visuel SOS Expat utilisable pour article, média ou presse en spanish.",/{lang}/{country}/{service}
es,"ChatGPT Image 29 mars 2026, 01_18_44.png","es/ChatGPT Image 29 mars 2026, 01_18_44.png",es,spanish,spain,default mapping only; replace with exact country when page target is known,images/es/spain/sos-expat-editorial-visual-spain-spanish-landscape-004.webp,sos-expat-editorial-visual-spain-spanish-landscape-004.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en spanish, format landscape, pour contenu média et presse.",SOS Expat press visual spanish spain landscape,"Visuel SOS Expat utilisable pour article, média ou presse en spanish.",/{lang}/{country}/{service}
es,"ChatGPT Image 29 mars 2026, 01_51_09.png","es/ChatGPT Image 29 mars 2026, 01_51_09.png",es,spanish,spain,default mapping only; replace with exact country when page target is known,images/es/spain/sos-expat-editorial-visual-spain-spanish-landscape-005.webp,sos-expat-editorial-visual-spain-spanish-landscape-005.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en spanish, format landscape, pour contenu média et presse.",SOS Expat press visual spanish spain landscape,"Visuel SOS Expat utilisable pour article, média ou presse en spanish.",/{lang}/{country}/{service}
es,"ChatGPT Image 29 mars 2026, 03_16_52.png","es/ChatGPT Image 29 mars 2026, 03_16_52.png",es,spanish,spain,default mapping only; replace with exact country when page target is known,images/es/spain/sos-expat-editorial-visual-spain-spanish-landscape-006.webp,sos-expat-editorial-visual-spain-spanish-landscape-006.webp,editorial-visual,landscape,1536,1024,1536x1024,no,no,"Visuel éditorial SOS Expat en spanish, format landscape, pour contenu média et presse.",SOS Expat press visual spanish spain landscape,"Visuel SOS Expat utilisable pour article, média ou presse en spanish.",/{lang}/{country}/{service}
